Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type,Year,Month
CLM00000151,C00035958,V00035958,10000.0,2025-01-13,1,2025,1
CLM00000152,C00742897,V00742897,10000.0,2025-09-28,1,2025,9
CLM00000153,C00704594,V00704594,10000.0,2025-09-14,1,2025,9
CLM00000154,C00619162,V00619162,10000.0,2025-08-14,1,2025,8
CLM00000155,C00199821,V00199821,10000.0,2025-03-14,1,2025,3
CLM00000156,C00305571,V00305571,10000.0,2025-04-21,1,2025,4
CLM00000157,C00534416,V00534416,10000.0,2025-07-14,1,2025,7
CLM00000158,C00286192,V00286192,10000.0,2025-04-14,1,2025,4
CLM00000159,C00723474,V00723474,10000.0,2025-09-21,1,2025,9
CLM00000160,C00553111,V00553111,10000.0,2025-07-21,1,2025,7
CLM00000161,C00909651,V00909651,10000.0,2025-11-28,1,2025,11
CLM00000162,C00516382,V00516382,10000.0,2025-07-07,1,2025,7
CLM00000163,C00823288,V00823288,10000.0,2025-10-28,1,2025,10
CLM00000164,C00182358,V00182358,10000.0,2025-03-07,1,2025,3
CLM00000165,C00075869,V00075869,10000.0,2025-01-27,1,2025,1
CLM00000166,C00348411,V00348411,10000.0,2025-05-07,1,2025,5
CLM00000167,C00953521,V00953521,10000.0,2025-12-14,1,2025,12
CLM00000168,C00599194,V00599194,10000.0,2025-08-07,1,2025,8
CLM00000169,C00740546,V00740546,10000.0,2025-09-28,1,2025,9
CLM00000170,C00286110,V00286110,10000.0,2025-04-14,1,2025,4
CLM00000171,C00141925,V00141925,10000.0,2025-02-20,1,2025,2
CLM00000172,C00804859,V00804859,10000.0,2025-10-21,1,2025,10
CLM00000173,C00786853,V00786853,10000.0,2025-10-14,1,2025,10
CLM00000174,C00102554,V00102554,10000.0,2025-02-06,1,2025,2
CLM00000175,C00907223,V00907223,10000.0,2025-11-28,1,2025,11
CLM00000176,C00122931,V00122931,10000.0,2025-02-13,1,2025,2
CLM00000177,C00952459,V00952459,10000.0,2025-12-14,1,2025,12
CLM00000178,C00489632,V00489632,10000.0,2025-06-28,1,2025,6
CLM00000179,C00907716,V00907716,10000.0,2025-11-28,1,2025,11
CLM00000180,C00491091,V00491091,10000.0,2025-06-28,1,2025,6
CLM00000181,C00056521,V00056521,10000.0,2025-01-20,1,2025,1
CLM00000182,C00017015,V00017015,10000.0,2025-01-06,1,2025,1
CLM00000183,C00704098,V00704098,10000.0,2025-09-14,1,2025,9
CLM00000184,C00952000,V00952000,10000.0,2025-12-14,1,2025,12
CLM00000185,C00989677,V00989677,10000.0,2025-12-28,1,2025,12
CLM00000186,C00953200,V00953200,10000.0,2025-12-14,1,2025,12
CLM00000187,C00658422,V00658422,10000.0,2025-08-28,1,2025,8
CLM00000188,C00573706,V00573706,10000.0,2025-07-28,1,2025,7
CLM00000189,C00140328,V00140328,10000.0,2025-02-20,1,2025,2
CLM00000190,C00306045,V00306045,10000.0,2025-04-21,1,2025,4
CLM00000191,C00638873,V00638873,10000.0,2025-08-21,1,2025,8
CLM00000192,C00036601,V00036601,10000.0,2025-01-13,1,2025,1
CLM00000193,C00037501,V00037501,10000.0,2025-01-13,1,2025,1
CLM00000194,C00349051,V00349051,10000.0,2025-05-07,1,2025,5
CLM00000195,C00514791,V00514791,10000.0,2025-07-07,1,2025,7
CLM00000196,C00766528,V00766528,10000.0,2025-10-07,1,2025,10
CLM00000197,C00637962,V00637962,10000.0,2025-08-21,1,2025,8
CLM00000198,C00220138,V00220138,10000.0,2025-03-21,1,2025,3
CLM00000199,C00347536,V00347536,10000.0,2025-05-07,1,2025,5
CLM00000200,C00120526,V00120526,10000.0,2025-02-13,1,2025,2
CLM00000201,C00305948,V00305948,10000.0,2025-04-21,1,2025,4
CLM00000202,C00406467,V00406467,10000.0,2025-05-28,1,2025,5
CLM00000203,C00406624,V00406624,10000.0,2025-05-28,1,2025,5
CLM00000204,C00286036,V00286036,10000.0,2025-04-14,1,2025,4
CLM00000205,C00470027,V00470027,10000.0,2025-06-21,1,2025,6
CLM00000206,C00514656,V00514656,10000.0,2025-07-07,1,2025,7
CLM00000207,C00323797,V00323797,10000.0,2025-04-28,1,2025,4
CLM00000208,C00742545,V00742545,10000.0,2025-09-28,1,2025,9
CLM00000209,C00016974,V00016974,10000.0,2025-01-06,1,2025,1
CLM00000210,C00103780,V00103780,10000.0,2025-02-06,1,2025,2
CLM00000211,C00804173,V00804173,10000.0,2025-10-21,1,2025,10
CLM00000212,C00766251,V00766251,10000.0,2025-10-07,1,2025,10
CLM00000213,C00016727,V00016727,10000.0,2025-01-06,1,2025,1
CLM00000214,C00180992,V00180992,10000.0,2025-03-07,1,2025,3
CLM00000215,C00349576,V00349576,10000.0,2025-05-07,1,2025,5
CLM00000216,C00304654,V00304654,10000.0,2025-04-21,1,2025,4
CLM00000217,C00684199,V00684199,10000.0,2025-09-07,1,2025,9
CLM00000218,C00121780,V00121780,10000.0,2025-02-13,1,2025,2
CLM00000219,C00513958,V00513958,10000.0,2025-07-07,1,2025,7
CLM00000220,C00160953,V00160953,10000.0,2025-02-27,1,2025,2
CLM00000221,C00553684,V00553684,10000.0,2025-07-21,1,2025,7
CLM00000222,C00405726,V00405726,10000.0,2025-05-28,1,2025,5
CLM00000223,C00637048,V00637048,10000.0,2025-08-21,1,2025,8
CLM00000224,C00657496,V00657496,10000.0,2025-08-28,1,2025,8
CLM00000225,C00932227,V00932227,10000.0,2025-12-07,1,2025,12
CLM00000226,C00303760,V00303760,10000.0,2025-04-21,1,2025,4
CLM00000227,C00870738,V00870738,10000.0,2025-11-14,1,2025,11
CLM00000228,C00952966,V00952966,10000.0,2025-12-14,1,2025,12
CLM00000229,C00553819,V00553819,10000.0,2025-07-21,1,2025,7
CLM00000230,C00200804,V00200804,10000.0,2025-03-14,1,2025,3
CLM00000231,C00683382,V00683382,10000.0,2025-09-07,1,2025,9
CLM00000232,C00120582,V00120582,10000.0,2025-02-13,1,2025,2
CLM00000233,C00804845,V00804845,10000.0,2025-10-21,1,2025,10
CLM00000234,C00991270,V00991270,10000.0,2025-12-28,1,2025,12
CLM00000235,C00386447,V00386447,10000.0,2025-05-21,1,2025,5
CLM00000236,C00347096,V00347096,10000.0,2025-05-07,1,2025,5
CLM00000237,C00823839,V00823839,10000.0,2025-10-28,1,2025,10
CLM00000238,C00367331,V00367331,10000.0,2025-05-14,1,2025,5
CLM00000239,C00825058,V00825058,10000.0,2025-10-28,1,2025,10
CLM00000240,C00491751,V00491751,10000.0,2025-06-28,1,2025,6
CLM00000241,C00304300,V00304300,10000.0,2025-04-21,1,2025,4
CLM00000242,C00637027,V00637027,10000.0,2025-08-21,1,2025,8
CLM00000243,C00387879,V00387879,10000.0,2025-05-21,1,2025,5
CLM00000244,C00103277,V00103277,10000.0,2025-02-06,1,2025,2
CLM00000245,C00286761,V00286761,10000.0,2025-04-14,1,2025,4
CLM00000246,C00685765,V00685765,10000.0,2025-09-07,1,2025,9
CLM00000247,C00740852,V00740852,10000.0,2025-09-28,1,2025,9
CLM00000248,C00637576,V00637576,10000.0,2025-08-21,1,2025,8
CLM00000249,C00239972,V00239972,10000.0,2025-03-28,1,2025,3
CLM00000250,C00951620,V00951620,10000.0,2025-12-14,1,2025,12
CLM00000251,C00434127,V00434127,10000.0,2025-06-07,1,2025,6
CLM00000252,C00889693,V00889693,10000.0,2025-11-21,1,2025,11
CLM00000253,C00367781,V00367781,10000.0,2025-05-14,1,2025,5
CLM00000254,C00102443,V00102443,10000.0,2025-02-06,1,2025,2
CLM00000255,C00803559,V00803559,10000.0,2025-10-21,1,2025,10
CLM00000256,C00534225,V00534225,10000.0,2025-07-14,1,2025,7
CLM00000257,C00035846,V00035846,10000.0,2025-01-13,1,2025,1
CLM00000258,C00765306,V00765306,10000.0,2025-10-07,1,2025,10
CLM00000259,C00869084,V00869084,10000.0,2025-11-14,1,2025,11
CLM00000260,C00016949,V00016949,10000.0,2025-01-06,1,2025,1
CLM00000261,C00684868,V00684868,10000.0,2025-09-07,1,2025,9
CLM00000262,C00990279,V00990279,10000.0,2025-12-28,1,2025,12
CLM00000263,C00387808,V00387808,10000.0,2025-05-21,1,2025,5
CLM00000264,C00385753,V00385753,10000.0,2025-05-21,1,2025,5
CLM00000265,C00057179,V00057179,10000.0,2025-01-20,1,2025,1
CLM00000266,C00989209,V00989209,10000.0,2025-12-28,1,2025,12
CLM00000267,C00018564,V00018564,10000.0,2025-01-06,1,2025,1
CLM00000268,C00552230,V00552230,10000.0,2025-07-21,1,2025,7
CLM00000269,C00451229,V00451229,10000.0,2025-06-14,1,2025,6
CLM00000270,C00284448,V00284448,10000.0,2025-04-14,1,2025,4
CLM00000271,C00471497,V00471497,10000.0,2025-06-21,1,2025,6
CLM00000272,C00850459,V00850459,10000.0,2025-11-07,1,2025,11
CLM00000273,C00767036,V00767036,10000.0,2025-10-07,1,2025,10
CLM00000274,C00637929,V00637929,10000.0,2025-08-21,1,2025,8
CLM00000275,C00472124,V00472124,10000.0,2025-06-21,1,2025,6
CLM00000276,C00657917,V00657917,10000.0,2025-08-28,1,2025,8
CLM00000277,C00704856,V00704856,10000.0,2025-09-14,1,2025,9
CLM00000278,C00784767,V00784767,10000.0,2025-10-14,1,2025,10
CLM00000279,C00018658,V00018658,10000.0,2025-01-06,1,2025,1
CLM00000280,C00684419,V00684419,10000.0,2025-09-07,1,2025,9
CLM00000281,C00991374,V00991374,10000.0,2025-12-28,1,2025,12
CLM00000282,C00266870,V00266870,10000.0,2025-04-07,1,2025,4
CLM00000283,C00219832,V00219832,10000.0,2025-03-21,1,2025,3
CLM00000284,C00889943,V00889943,10000.0,2025-11-21,1,2025,11
CLM00000285,C00304712,V00304712,10000.0,2025-04-21,1,2025,4
CLM00000286,C00367847,V00367847,10000.0,2025-05-14,1,2025,5
CLM00000287,C00266958,V00266958,10000.0,2025-04-07,1,2025,4
CLM00000288,C00285153,V00285153,10000.0,2025-04-14,1,2025,4
CLM00000289,C00017871,V00017871,10000.0,2025-01-06,1,2025,1
CLM00000290,C00057058,V00057058,10000.0,2025-01-20,1,2025,1
CLM00000291,C00740492,V00740492,10000.0,2025-09-28,1,2025,9
CLM00000292,C00516404,V00516404,10000.0,2025-07-07,1,2025,7
CLM00000293,C00472318,V00472318,10000.0,2025-06-21,1,2025,6
CLM00000294,C00323469,V00323469,10000.0,2025-04-28,1,2025,4
CLM00000295,C00182890,V00182890,10000.0,2025-03-07,1,2025,3
CLM00000296,C00490048,V00490048,10000.0,2025-06-28,1,2025,6
CLM00000297,C00805637,V00805637,10000.0,2025-10-21,1,2025,10
CLM00000298,C00219608,V00219608,10000.0,2025-03-21,1,2025,3
CLM00000299,C00599824,V00599824,10000.0,2025-08-07,1,2025,8
CLM00000300,C00035997,V00035997,10000.0,2025-01-13,1,2025,1
CLM00000301,C00305870,V00305870,10000.0,2025-04-21,1,2025,4
CLM00000302,C00869628,V00869628,10000.0,2025-11-14,1,2025,11
CLM00000303,C00323584,V00323584,10000.0,2025-04-28,1,2025,4
CLM00000304,C00387922,V00387922,10000.0,2025-05-21,1,2025,5
CLM00000305,C00766576,V00766576,10000.0,2025-10-07,1,2025,10
CLM00000306,C00182010,V00182010,10000.0,2025-03-07,1,2025,3
CLM00000307,C00265153,V00265153,10000.0,2025-04-07,1,2025,4
CLM00000308,C00907731,V00907731,10000.0,2025-11-28,1,2025,11
CLM00000309,C00851467,V00851467,10000.0,2025-11-07,1,2025,11
CLM00000310,C00952506,V00952506,10000.0,2025-12-14,1,2025,12
CLM00000311,C00573245,V00573245,10000.0,2025-07-28,1,2025,7
CLM00000312,C00952339,V00952339,10000.0,2025-12-14,1,2025,12
CLM00000313,C00740650,V00740650,10000.0,2025-09-28,1,2025,9
CLM00000314,C00804738,V00804738,10000.0,2025-10-21,1,2025,10
CLM00000315,C00431899,V00431899,10000.0,2025-06-07,1,2025,6
CLM00000316,C00637355,V00637355,10000.0,2025-08-21,1,2025,8
CLM00000317,C00989325,V00989325,10000.0,2025-12-28,1,2025,12
CLM00000318,C00285716,V00285716,10000.0,2025-04-14,1,2025,4
CLM00000319,C00703886,V00703886,10000.0,2025-09-14,1,2025,9
CLM00000320,C00889566,V00889566,10000.0,2025-11-21,1,2025,11
CLM00000321,C00599211,V00599211,10000.0,2025-08-07,1,2025,8
CLM00000322,C00850523,V00850523,10000.0,2025-11-07,1,2025,11
CLM00000323,C00685708,V00685708,10000.0,2025-09-07,1,2025,9
CLM00000324,C00515930,V00515930,10000.0,2025-07-07,1,2025,7
CLM00000325,C00953131,V00953131,10000.0,2025-12-14,1,2025,12
CLM00000326,C00075887,V00075887,10000.0,2025-01-27,1,2025,1
CLM00000327,C00490597,V00490597,10000.0,2025-06-28,1,2025,6
CLM00000328,C00285043,V00285043,10000.0,2025-04-14,1,2025,4
CLM00000329,C00347361,V00347361,10000.0,2025-05-07,1,2025,5
CLM00000330,C00366302,V00366302,10000.0,2025-05-14,1,2025,5
CLM00000331,C00907238,V00907238,10000.0,2025-11-28,1,2025,11
CLM00000332,C00704310,V00704310,10000.0,2025-09-14,1,2025,9
CLM00000333,C00850655,V00850655,10000.0,2025-11-07,1,2025,11
CLM00000334,C00386901,V00386901,10000.0,2025-05-21,1,2025,5
CLM00000335,C00322648,V00322648,10000.0,2025-04-28,1,2025,4
CLM00000336,C00805263,V00805263,10000.0,2025-10-21,1,2025,10
CLM00000337,C00075632,V00075632,10000.0,2025-01-27,1,2025,1
CLM00000338,C00972613,V00972613,10000.0,2025-12-21,1,2025,12
CLM00000339,C00972316,V00972316,10000.0,2025-12-21,1,2025,12
CLM00000340,C00200629,V00200629,10000.0,2025-03-14,1,2025,3
CLM00000341,C00304248,V00304248,10000.0,2025-04-21,1,2025,4
CLM00000342,C00824630,V00824630,10000.0,2025-10-28,1,2025,10
CLM00000343,C00908691,V00908691,10000.0,2025-11-28,1,2025,11
CLM00000344,C00239440,V00239440,10000.0,2025-03-28,1,2025,3
CLM00000345,C00120632,V00120632,10000.0,2025-02-13,1,2025,2
CLM00000346,C00618995,V00618995,10000.0,2025-08-14,1,2025,8
CLM00000347,C00103233,V00103233,10000.0,2025-02-06,1,2025,2
CLM00000348,C00471174,V00471174,10000.0,2025-06-21,1,2025,6
CLM00000349,C00199596,V00199596,10000.0,2025-03-14,1,2025,3
CLM00000350,C00534330,V00534330,10000.0,2025-07-14,1,2025,7
CLM00000351,C00489286,V00489286,10000.0,2025-06-28,1,2025,6
CLM00000352,C00722698,V00722698,10000.0,2025-09-21,1,2025,9
CLM00000353,C00181233,V00181233,10000.0,2025-03-07,1,2025,3
CLM00000354,C00990956,V00990956,10000.0,2025-12-28,1,2025,12
CLM00000355,C00804178,V00804178,10000.0,2025-10-21,1,2025,10
CLM00000356,C00742799,V00742799,10000.0,2025-09-28,1,2025,9
CLM00000357,C00239472,V00239472,10000.0,2025-03-28,1,2025,3
CLM00000358,C00267241,V00267241,10000.0,2025-04-07,1,2025,4
CLM00000359,C00139565,V00139565,10000.0,2025-02-20,1,2025,2
CLM00000360,C00888503,V00888503,10000.0,2025-11-21,1,2025,11
CLM00000361,C00535242,V00535242,10000.0,2025-07-14,1,2025,7
CLM00000362,C00685473,V00685473,10000.0,2025-09-07,1,2025,9
CLM00000363,C00017575,V00017575,10000.0,2025-01-06,1,2025,1
CLM00000364,C00489503,V00489503,10000.0,2025-06-28,1,2025,6
CLM00000365,C00158558,V00158558,10000.0,2025-02-27,1,2025,2
CLM00000366,C00367978,V00367978,10000.0,2025-05-14,1,2025,5
CLM00000367,C00516428,V00516428,10000.0,2025-07-07,1,2025,7
CLM00000368,C00767494,V00767494,10000.0,2025-10-07,1,2025,10
CLM00000369,C00286902,V00286902,10000.0,2025-04-14,1,2025,4
CLM00000370,C00741663,V00741663,10000.0,2025-09-28,1,2025,9
CLM00000371,C00599618,V00599618,10000.0,2025-08-07,1,2025,8
CLM00000372,C00471003,V00471003,10000.0,2025-06-21,1,2025,6
CLM00000373,C00637071,V00637071,10000.0,2025-08-21,1,2025,8
CLM00000374,C00553333,V00553333,10000.0,2025-07-21,1,2025,7
CLM00000375,C00122121,V00122121,10000.0,2025-02-13,1,2025,2
CLM00000376,C00534509,V00534509,10000.0,2025-07-14,1,2025,7
CLM00000377,C00367307,V00367307,10000.0,2025-05-14,1,2025,5
CLM00000378,C00683156,V00683156,10000.0,2025-09-07,1,2025,9
CLM00000379,C00286878,V00286878,10000.0,2025-04-14,1,2025,4
CLM00000380,C00140689,V00140689,10000.0,2025-02-20,1,2025,2
CLM00000381,C00852015,V00852015,10000.0,2025-11-07,1,2025,11
CLM00000382,C00265104,V00265104,10000.0,2025-04-07,1,2025,4
CLM00000383,C00451909,V00451909,10000.0,2025-06-14,1,2025,6
CLM00000384,C00804097,V00804097,10000.0,2025-10-21,1,2025,10
CLM00000385,C00741508,V00741508,10000.0,2025-09-28,1,2025,9
CLM00000386,C00160708,V00160708,10000.0,2025-02-27,1,2025,2
